"1","294082","1","2018-02-26 10:48:55","2018-02-26 10:50:02"
"4","294073","1","2018-02-26 11:30:25","2018-02-26 11:30:25"
"5","294076","1","2018-02-26 11:31:14","2018-02-26 11:31:14"
"6","294075","1","2018-02-26 11:31:49","2018-02-26 11:32:14"
"7","294074","","2018-02-26 11:58:51","2018-03-02 07:53:14"
"8","293837","","2018-02-26 11:59:25","2023-05-08 09:52:16"
"9","293746","1","2018-02-26 11:59:51","2018-02-26 11:59:51"
"10","481458","1","2018-02-26 12:01:02","2018-02-26 12:01:02"
"11","481954","1","2018-02-26 12:01:25","2018-02-26 12:01:25"
"12","481953","1","2018-02-26 12:01:47","2018-02-26 12:01:47"
"13","481956","1","2018-02-26 13:05:06","2018-02-26 13:08:44"
"14","481955","1","2018-02-26 13:12:33","2018-02-26 13:14:33"
"15","481994","1","2018-02-26 13:15:04","2018-02-26 13:15:16"
"16","o18022801","0","2018-02-28 08:57:23","2018-02-28 08:57:23"
"17","o18022802","0","2018-02-28 09:05:23","2018-02-28 09:05:23"
"18","481997","0","2018-03-02 08:05:50","2018-03-02 08:05:50"
"19","482337","0","2018-03-02 08:08:10","2018-03-02 08:08:10"
"20","294239","0","2018-03-02 08:11:24","2018-03-02 08:11:24"
"21","294240","0","2018-03-02 08:20:46","2018-03-02 08:20:46"
"22","294241","0","2018-03-02 08:24:51","2018-03-02 08:24:51"
"23","294242","0","2018-03-02 08:26:33","2018-03-02 08:26:33"
"24","294243","0","2018-03-02 08:28:53","2018-03-02 08:28:53"
"25","o18030201","0","2018-03-02 08:33:40","2018-03-02 08:33:40"
"26","o18030301","0","2018-03-03 13:02:11","2018-03-03 13:02:11"
"27","o18030501","0","2018-03-05 08:39:07","2018-03-05 08:39:07"
"28","179149","0","2018-03-05 09:28:42","2018-03-05 09:28:42"
"29","294673","0","2018-03-07 08:01:14","2018-03-07 08:01:14"
"30","294506","0","2018-03-07 08:12:08","2018-03-07 08:12:08"
"31","294672","0","2018-03-07 15:44:54","2018-03-07 15:44:54"
"32","294505","0","2018-03-07 15:47:39","2018-03-07 15:47:39"
"33","294671","0","2018-03-07 15:48:59","2018-03-07 15:48:59"
"34","294670","0","2018-03-07 15:51:21","2018-03-07 15:51:21"
"35","294732","0","2018-03-08 07:54:39","2018-03-08 07:54:39"
"36","294731","0","2018-03-08 08:02:08","2018-03-08 08:02:08"
"37","o18030801","0","2018-03-08 08:36:09","2018-03-08 08:36:09"
"38","293600","0","2018-03-12 08:09:06","2018-03-12 08:09:06"
"39","292713","0","2018-03-12 08:10:38","2018-03-12 08:10:38"
"40","291969","0","2018-03-12 08:13:13","2018-03-12 08:13:13"
"41","295018","0","2018-03-12 17:46:12","2018-03-12 17:46:12"
"42","294990","0","2018-03-13 10:23:19","2018-03-13 10:23:19"
"43","294846","0","2018-03-13 10:30:02","2018-03-13 10:30:02"
"44","294847","0","2018-03-13 10:40:55","2018-03-13 10:40:55"
"45","294850","0","2018-03-13 10:43:14","2018-03-13 10:43:14"
"46","294844","0","2018-03-13 10:51:01","2018-03-13 10:51:01"
"47","482990","0","2018-03-13 11:02:09","2018-03-13 11:02:09"
"48","482991","0","2018-03-13 11:24:48","2018-03-13 11:24:48"
"49","242923","0","2018-03-13 11:30:30","2018-03-13 11:30:30"
"50","294923","0","2018-03-13 11:31:15","2018-03-13 11:31:15"
"51","295049","0","2018-03-14 08:04:50","2018-03-14 08:04:50"
"52","295009","0","2018-03-14 08:09:40","2018-03-14 08:09:40"
"53","295136","0","2018-03-14 08:11:50","2018-03-14 08:11:50"
"54","o18031401","0","2018-03-14 08:14:44","2018-03-14 08:14:44"
"55","483549","1","2018-03-16 13:59:51","2018-03-16 14:28:49"
"56","295250","1","2018-03-16 14:01:11","2018-03-16 14:29:12"
"57","295353","1","2018-03-16 14:13:43","2018-03-16 14:29:54"
"58","295355","1","2018-03-16 14:15:29","2018-03-16 14:30:15"
"59","295356","1","2018-03-16 14:24:09","2018-03-16 14:30:38"
"60","295357","1","2018-03-16 14:26:40","2018-03-16 14:31:06"
"61","295453","0","2018-03-17 08:05:52","2018-03-17 08:05:52"
"62","295452","0","2018-03-17 08:08:11","2018-03-17 08:08:11"
"63","295354","0","2018-03-17 08:09:34","2018-03-17 08:09:34"
"64","295389","0","2018-03-17 08:10:31","2018-03-17 08:10:31"
"65","295447","0","2018-03-17 08:13:59","2018-03-17 08:13:59"
"66","295448","0","2018-03-17 08:19:06","2018-03-17 08:19:06"
"67","295454","0","2018-03-17 08:25:14","2018-03-17 08:25:14"
"68","292556","0","2018-03-17 08:31:01","2018-03-17 08:31:01"
"69","o18031901","1","2018-03-19 08:48:05","2018-03-19 08:49:22"
"70","295538","0","2018-03-19 17:40:30","2018-03-19 17:40:30"
"71","o18032001","0","2018-03-20 09:00:54","2018-03-20 09:00:54"
"72","295550","0","2018-03-20 10:14:17","2018-03-20 10:14:17"
"73","295551","0","2018-03-20 10:29:02","2018-03-20 10:29:02"
"74","295552","0","2018-03-20 10:42:55","2018-03-20 10:42:55"
"75","295554","0","2018-03-20 11:25:32","2018-03-20 11:25:32"
"76","295555","0","2018-03-20 11:27:32","2018-03-20 11:27:32"
"77","295556","0","2018-03-20 11:34:45","2018-03-20 11:34:45"
"78","295702","0","2018-03-23 14:29:22","2018-03-23 14:29:22"
"79","295749","0","2018-03-23 14:40:57","2018-03-23 14:40:57"
"80","295710","0","2018-03-23 14:52:39","2018-03-23 14:52:39"
"81","295709","0","2018-03-23 15:09:24","2018-03-23 15:09:24"
"82","295780","0","2018-03-24 10:02:38","2018-03-24 10:02:38"
"83","295779","0","2018-03-24 10:14:29","2018-03-24 10:14:29"
"84","295778","0","2018-03-24 10:17:52","2018-03-24 10:17:52"
"85","295781","0","2018-03-24 10:22:37","2018-03-24 10:22:37"
"86","o18032501","0","2018-03-26 08:06:35","2018-03-26 08:06:35"
"87","o18032601","0","2018-03-26 14:55:58","2018-03-26 14:55:58"
"88","295913","0","2018-03-27 13:11:34","2018-03-27 13:11:34"
"89","295912","0","2018-03-27 13:17:47","2018-03-27 13:17:47"
