"118","4","1","NNFB90605","LED非常用照明器具","2","パナソニック","1","2","37400","","","","","","","0","0","0","","","","","","","1","2017-09-13 15:10:25","2017-09-13 15:10:25"
"119","5","1","NNFB90605","LED非常用照明器具","2","パナソニック","1","2","37400","","","","","","","0","0","0","","","","","","","1","2017-09-13 15:10:44","2017-09-13 15:10:44"
"120","2","1","B-HWM-L4","平地・二段置用架台","7","バクマ工業","1","3","20000","","","","","","","0","0","0","","","","","","","1","2017-09-13 15:11:57","2017-09-13 15:11:57"
"121","2","1","RAS-AJ28GW","ルームエアコン　2.8kW","6","日立製作所","1","2","","","","","","","","0","0","0","","","","","","","2","2017-09-13 15:11:57","2017-09-13 15:11:57"
"122","2","1","RAS-VL71F2W","ルームエアコン　7.1kW","6","日立製作所","1","2","550000","","","","","","","0","0","0","","","","","","","3","2017-09-13 15:11:57","2017-09-13 15:11:57"
"123","2","1","SHK32127","住宅用火災警報器　子器　定温式","2","パナソニック","1","3","9400","","","","","","","0","0","0","","","","","","","4","2017-09-13 15:11:57","2017-09-13 15:11:57"
"124","2","1","SHK32427K","住宅用火災警報器　子器　光電式2種","2","パナソニック","3","3","9700","","","","","","","0","0","0","","","","","","","5","2017-09-13 15:11:57","2017-09-13 15:11:57"
"125","2","1","SHK32717K","住宅用火災警報器　親器　光電式2種","2","パナソニック","1","3","10000","","","","","","","0","0","0","","","","","","","6","2017-09-13 15:11:57","2017-09-13 15:11:57"
"126","2","1","WK-24A","テレビドアホンワイヤレスセット","16","アイホン","1","13","","","","","","","","0","0","0","","","","","","","7","2017-09-13 15:11:57","2017-09-13 15:11:57"
"127","2","1","FY-10S","天井埋込形ナノイー発生機","2","パナソニック","2","2","22000","","","","","","","0","0","0","","","","","","","8","2017-09-13 15:11:57","2017-09-13 15:11:57"
"128","2","1","FY-GKF45L-C","自然給気口　ベージュ","2","パナソニック","1","3","6400","","","","","","","0","0","0","","","","","","","9","2017-09-13 15:11:57","2017-09-13 15:11:57"
"129","2","1","FY-GKF45L-W","自然給気口　ホワイト","2","パナソニック","5","3","6400","","","","","","","0","0","0","","","","","","","10","2017-09-13 15:11:57","2017-09-13 15:11:57"
"130","2","1","FY-08PF9D","パイプファン","2","パナソニック","4","2","10600","","","","","","","0","0","0","","","","","","","11","2017-09-13 15:11:57","2017-09-13 15:11:57"
"131","2","1","FY-24S7","天井埋込形換気扇","2","パナソニック","1","2","16200","","","","","","","0","0","0","","","","","","","12","2017-09-13 15:11:57","2017-09-13 15:11:57"
"132","2","1","DP-38669YE","LEDビームランプ","10","DAIKO","1","3","14000","","","","","","","0","0","0","","","","","","","13","2017-09-13 15:11:57","2017-09-13 15:11:57"
"133","2","1","DOL-4375XB","スポットライト","10","DAIKO","1","2","7400","","","","","","","0","0","0","","","","","","","14","2017-09-13 15:11:57","2017-09-13 15:11:57"
"134","2","1","DOL-4407YS","スポットライト","10","DAIKO","1","2","29800","","","","","","","0","0","0","","","","","","","15","2017-09-13 15:11:57","2017-09-13 15:11:57"
"135","2","1","OD261506","ダウンライト","26","オーデリック","3","2","12800","","","","","","","0","0","0","","","","","","","16","2017-09-13 15:11:57","2017-09-13 15:11:57"
"136","2","1","DBK-40036Y","ブラケットライト","10","DAIKO","2","2","5300","","","","","","","0","0","0","","","","","","","17","2017-09-13 15:11:57","2017-09-13 15:11:57"
"137","2","1","DCL-40090","シーリングライト","10","DAIKO","1","2","26500","","","","","","","0","0","0","","","","","","","18","2017-09-13 15:11:57","2017-09-13 15:11:57"
"138","2","1","DCL-40088","シーリングライト","10","DAIKO","3","2","19300","","","","","","","0","0","0","","","","","","","19","2017-09-13 15:11:57","2017-09-13 15:11:57"
"139","2","1","DCL-39380","シーリングライト","10","DAIKO","1","2","31000","","","","","","","0","0","0","","","","","","","20","2017-09-13 15:11:57","2017-09-13 15:11:57"
"140","2","1","DDL-4496YW","ダウンライト","10","DAIKO","7","2","16800","","","","","","","0","0","0","","","","","","","21","2017-09-13 15:11:57","2017-09-13 15:11:57"
"141","2","1","DDL-5004YW","ダウンライト","10","DAIKO","6","2","6500","","","","","","","0","0","0","","","","","","","22","2017-09-13 15:11:57","2017-09-13 15:11:57"
"142","2","1","DDL-5104YW","ダウンライト","10","DAIKO","2","2","5500","","","","","","","0","0","0","","","","","","","23","2017-09-13 15:11:57","2017-09-13 15:11:57"
"143","2","1","DDL-5102YW","ダウンライト","10","DAIKO","10","2","3300","","","","","","","0","0","0","","","","","","","24","2017-09-13 15:11:57","2017-09-13 15:11:57"
"144","3","1","DDL-5102YW","ダウンライト","10","DAIKO","10","2","3300","","","","","","","0","0","0","","","","","","","1","2017-09-13 15:12:37","2017-09-13 15:12:37"
"145","3","1","DDL-5104YW","ダウンライト","10","DAIKO","2","2","5500","","","","","","","0","0","0","","","","","","","2","2017-09-13 15:12:37","2017-09-13 15:12:37"
"146","3","1","DDL-5004YW","ダウンライト","10","DAIKO","6","2","6500","","","","","","","0","0","0","","","","","","","3","2017-09-13 15:12:37","2017-09-13 15:12:37"
"147","3","1","DDL-4496YW","ダウンライト","10","DAIKO","7","2","16800","","","","","","","0","0","0","","","","","","","4","2017-09-13 15:12:37","2017-09-13 15:12:37"
"148","3","1","DCL-39380","シーリングライト","10","DAIKO","1","2","31000","","","","","","","0","0","0","","","","","","","5","2017-09-13 15:12:37","2017-09-13 15:12:37"
"149","3","1","DCL-40088","シーリングライト","10","DAIKO","3","2","19300","","","","","","","0","0","0","","","","","","","6","2017-09-13 15:12:37","2017-09-13 15:12:37"
"150","3","1","DCL-40090","シーリングライト","10","DAIKO","1","2","26500","","","","","","","0","0","0","","","","","","","7","2017-09-13 15:12:37","2017-09-13 15:12:37"
"151","3","1","DBK-40036Y","ブラケットライト","10","DAIKO","2","2","5300","","","","","","","0","0","0","","","","","","","8","2017-09-13 15:12:37","2017-09-13 15:12:37"
"152","3","1","OD261506","ダウンライト","26","オーデリック","3","2","12800","","","","","","","0","0","0","","","","","","","9","2017-09-13 15:12:37","2017-09-13 15:12:37"
"153","3","1","DOL-4407YS","スポットライト","10","DAIKO","1","2","29800","","","","","","","0","0","0","","","","","","","10","2017-09-13 15:12:37","2017-09-13 15:12:37"
"154","3","1","DOL-4375XB","スポットライト","10","DAIKO","1","2","7400","","","","","","","0","0","0","","","","","","","11","2017-09-13 15:12:37","2017-09-13 15:12:37"
"155","3","1","DP-38669YE","LEDビームランプ","10","DAIKO","1","3","14000","","","","","","","0","0","0","","","","","","","12","2017-09-13 15:12:37","2017-09-13 15:12:37"
"156","3","1","FY-24S7","天井埋込形換気扇","2","パナソニック","1","2","16200","","","","","","","0","0","0","","","","","","","13","2017-09-13 15:12:37","2017-09-13 15:12:37"
"157","3","1","FY-08PF9D","パイプファン","2","パナソニック","4","2","10600","","","","","","","0","0","0","","","","","","","14","2017-09-13 15:12:37","2017-09-13 15:12:37"
"158","3","1","FY-GKF45L-W","自然給気口　ホワイト","2","パナソニック","5","3","6400","","","","","","","0","0","0","","","","","","","15","2017-09-13 15:12:37","2017-09-13 15:12:37"
"159","3","1","FY-GKF45L-C","自然給気口　ベージュ","2","パナソニック","1","3","6400","","","","","","","0","0","0","","","","","","","16","2017-09-13 15:12:37","2017-09-13 15:12:37"
"160","3","1","FY-10S","天井埋込形ナノイー発生機","2","パナソニック","2","2","22000","","","","","","","0","0","0","","","","","","","17","2017-09-13 15:12:37","2017-09-13 15:12:37"
"161","3","1","WK-24A","テレビドアホンワイヤレスセット","16","アイホン","1","13","","","","","","","","0","0","0","","","","","","","18","2017-09-13 15:12:37","2017-09-13 15:12:37"
"162","3","1","SHK32717K","住宅用火災警報器　親器　光電式2種","2","パナソニック","1","3","10000","","","","","","","0","0","0","","","","","","","19","2017-09-13 15:12:37","2017-09-13 15:12:37"
"163","3","1","SHK32427K","住宅用火災警報器　子器　光電式2種","2","パナソニック","3","3","9700","","","","","","","0","0","0","","","","","","","20","2017-09-13 15:12:37","2017-09-13 15:12:37"
"164","3","1","SHK32127","住宅用火災警報器　子器　定温式","2","パナソニック","1","3","9400","","","","","","","0","0","0","","","","","","","21","2017-09-13 15:12:37","2017-09-13 15:12:37"
"165","3","1","RAS-VL71F2W","ルームエアコン　7.1kW","6","日立製作所","1","2","550000","","","","","","","0","0","0","","","","","","","22","2017-09-13 15:12:37","2017-09-13 15:12:37"
"166","3","1","RAS-AJ28GW","ルームエアコン　2.8kW","6","日立製作所","1","2","","","","","","","","0","0","0","","","","","","","23","2017-09-13 15:12:37","2017-09-13 15:12:37"
"167","3","1","B-HWM-L4","平地・二段置用架台","7","バクマ工業","1","3","20000","","","","","","","0","0","0","","","","","","","24","2017-09-13 15:12:37","2017-09-13 15:12:37"
"258","7","1","WR20H","接続H材","21","ネグロス電工","12","3","80","","","","","","","0","0","0","0","0","0","0","0","0","1","2017-09-30 13:54:00","2017-09-30 13:54:00"
"259","7","1","WRG1","継ぎ金具","21","ネグロス電工","24","3","240","","","","","","","0","0","0","0","0","0","0","0","0","2","2017-09-30 13:54:00","2017-09-30 13:54:00"
"260","7","1","WRC20K","エンドキャップ","21","ネグロス電工","2","3","550","","","","","","","0","0","0","0","0","0","0","0","0","3","2017-09-30 13:54:00","2017-09-30 13:54:00"
"261","7","1","WRLA20-S","外直角L形分岐ラック","21","ネグロス電工","3","4","7900","","","","","","","0","0","0","0","0","0","0","0","0","4","2017-09-30 13:54:00","2017-09-30 13:54:00"
"262","7","1","WR20","直線ラック","21","ネグロス電工","9","4","6200","","","","","","","0","0","0","0","0","0","0","0","0","5","2017-09-30 13:54:00","2017-09-30 13:54:00"
"268","6","1","WR20H","接続H材","21","ネグロス電工","12","3","80","","","","","","","0","0","0","1","1","0","0","0","0","1","2017-09-30 15:21:24","2017-09-30 15:21:24"
"269","6","1","WRG1","継ぎ金具","21","ネグロス電工","24","3","240","","","","","","","0","0","0","1","1","0","0","0","0","2","2017-09-30 15:21:24","2017-09-30 15:21:24"
"270","6","1","WRC20K","エンドキャップ","21","ネグロス電工","2","3","550","","","","","","","0","0","0","1","1","0","0","0","0","3","2017-09-30 15:21:24","2017-09-30 15:21:24"
"271","6","1","WRLA20-S","外直角L形分岐ラック","21","ネグロス電工","3","4","7900","","","","","","","0","0","0","1","1","0","0","0","0","4","2017-09-30 15:21:24","2017-09-30 15:21:24"
"272","6","1","WR20","直線ラック","21","ネグロス電工","9","4","6200","","","","","","","0","0","0","1","1","0","0","0","0","5","2017-09-30 15:21:24","2017-09-30 15:21:24"
"403","8","2178","DDL-5102YW","ダウンライト","10","DAIKO","30","2","3300","1254","1254","","37620","37620","","0","1","0","1","1","0","0","1","0","1","2017-10-25 17:09:48","2017-10-25 17:09:48"
"404","8","1","DSL-4780YW","スポットライト","10","DAIKO","6","2","9800","3724","3724","","22344","22344","","0","1","0","1","1","0","0","1","0","2","2017-10-25 17:09:48","2017-10-25 17:09:48"
"405","8","1","DBL-4364WW35","逆富士型器具","10","DAIKO","2","2","17500","6650","6650","","13300","13300","","0","1","0","1","1","0","0","1","0","3","2017-10-25 17:09:48","2017-10-25 17:09:48"
"406","8","2171","DBK-40036Y","ブラケットライト","10","DAIKO","1","2","5300","2014","2014","","2014","2014","","0","1","0","1","1","0","0","1","0","4","2017-10-25 17:09:48","2017-10-25 17:09:48"
"407","8","1","DOL-4824YB","スポットライト","10","DAIKO","1","2","12800","4864","4864","","4864","4864","","0","1","0","1","1","0","0","1","0","5","2017-10-25 17:09:48","2017-10-25 17:09:48"
"408","8","1","DWP-51968","スポットライト","10","DAIKO","2","2","15000","6000","5700","","12000","11400","","0","1","0","1","1","0","0","1","0","6","2017-10-25 17:09:48","2017-10-25 17:09:48"
"409","8","2168","DP-38669YE","LEDビームランプ","10","DAIKO","2","3","14000","5600","5320","","11200","10640","","0","1","0","1","1","0","0","1","0","7","2017-10-25 17:09:48","2017-10-25 17:09:48"
"410","8","2103","NNFB90605","LED非常灯１００φ","2","パナソニック","5","2","37400","11220","10472","","56100","52360","","0","1","0","1","1","0","0","1","0","8","2017-10-25 17:09:48","2017-10-25 17:09:48"
"411","8","334","BG70221H","非常警報設備複合装置　埋込型内器","2","パナソニック","2","3","25800","18000","16770","","36000","33540","","0","1","0","1","1","0","0","1","0","9","2017-10-25 17:09:48","2017-10-25 17:09:48"
"413","9","409","FY-32CSD7","天井埋込形換気扇","2","パナソニック","1","3","32000","12800","13440","","12800","13440","","1","0","0","1","1","0","1","0","0","1","2017-10-26 07:42:26","2017-10-26 07:42:26"
"419","10","1","LED-TUBE 40S/N/20/G13","直管形LEDランプ　No.341B","26","オーデリック","20","4","10500","4725","3900","","94500","78000","","0","1","0","1","1","0","0","1","0","1","2017-12-08 08:53:59","2017-12-08 08:53:59"
"421","11","1","","動力分電盤","1","-","1","15","","137500","125840","","","","","0","1","0","0","0","0","0","1","0","1","2017-12-08 09:16:46","2017-12-08 09:16:46"
"427","12","1","SKL-120CA-Y","パトライト　大型回転灯　黄色 (AC200V)","1","-","2","3","21000","13000","11760","","","23520","","0","1","0","1","1","0","0","1","0","1","2018-04-11 07:53:36","2018-04-11 07:53:36"
"429","13","1946","RF110V180WH","アイランプ（屋外用）２００W形　１１０Ｖ","27","岩崎電気","6","4","1940","873","780","","5238","4680","","0","1","0","0","0","0","0","1","0","1","2018-04-24 08:54:58","2018-04-24 08:54:58"
"461","15","106","K0/W-L14","Ｋ形アイランプホルダ","27","岩崎電気","2","3","2900","1980","1672","","3960","3344","","0","1","0","1","1","0","0","1","0","1","2018-05-02 08:42:43","2018-05-02 08:42:43"
"462","15","1864","GK4","ランプホルダ（ガード）","27","岩崎電気","2","3","1400","765","646","","1530","1292","","0","1","0","1","1","0","0","1","0","2","2018-05-02 08:42:43","2018-05-02 08:42:43"
"463","15","1","LDR14N-H/W850","レディオックLEDアイランプ　14W　昼白色　白色塗装","27","岩崎電気","4","3","","8010","7800","","32040","31200","","0","1","0","1","1","0","0","1","0","3","2018-05-02 08:42:43","2018-05-02 08:42:43"
"464","15","1","DOL-4376XB","屋外用スポットライト","10","DAIKO","2","2","13800","6210","5244","","12420","10488","","0","1","0","1","1","0","0","1","0","4","2018-05-02 08:42:43","2018-05-02 08:42:43"
"474","14","2471","ESA6-26-SP3LJC","電灯分電盤下部スペース付","4","日東工業","1","15","111000","64090","57000","","64090","57000","","0","1","0","1","1","0","0","1","0","1","2018-05-09 11:17:25","2018-05-09 11:17:25"
"476","16","2477","LDR17L-W/W","LED電球　ハイビーム電球タイプ　150W相当　","2","パナソニック","1","3","","7560","6100","","7560","6100","","0","1","0","1","1","0","0","1","0","1","2018-05-11 10:53:39","2018-05-11 10:53:39"
"513","17","640","WTF8003W","ワイド21　スクエアコンセントプレート３コ用","2","パナソニック","31","3","120","70","68","","2170","2108","","0","1","0","1","0","0","0","1","0","1","2018-05-11 14:30:42","2018-05-11 14:30:42"
"514","17","604","WT8103W","ワイド21　スクエアスイッチプレート３連用","2","パナソニック","1","3","480","285","270","","285","270","","0","1","0","1","0","0","0","1","0","2","2018-05-11 14:30:42","2018-05-11 14:30:42"
"515","17","592","WT3033W","ワイド21　スイッチハンドル　トリプル　表示・ネーム付　ホワイト","2","パナソニック","3","5","210","122","117","","366","351","","0","1","0","1","0","0","0","1","0","3","2018-05-11 14:30:42","2018-05-11 14:30:42"
"516","17","591","WT3032W","ワイド21　スイッチハンドル　ダブル　表示・ネーム付　ホワイト","2","パナソニック","7","3","210","122","117","","854","819","","0","1","0","1","0","0","0","1","0","4","2018-05-11 14:30:42","2018-05-11 14:30:42"
"517","17","1026","WTF19313WK","ワイド21　15A･20A兼用埋込アースターミナル付接地コンセント","2","パナソニック","2","3","780","457","441","","914","882","","0","1","0","1","0","0","0","1","0","5","2018-05-11 14:30:42","2018-05-11 14:30:42"
"518","17","623","WTF1532WK","ワイド21　埋込アースターミナル付ダブルコンセント","2","パナソニック","4","3","640","377","360","","1508","1440","","0","1","0","1","0","0","0","1","0","6","2018-05-11 14:30:42","2018-05-11 14:30:42"
"519","17","1706","WT50519","ワイド21　埋込ほたるスイッチＢ","2","パナソニック","5","3","460","274","261","","1370","1305","","0","1","0","1","0","0","0","1","0","7","2018-05-11 14:30:42","2018-05-11 14:30:42"
"520","17","597","WT50412","ワイド２１　埋込パイロット・ほたるスイッチＢ　０.５Ａ","2","パナソニック","1","3","1520","891","864","","891","864","","0","1","0","1","0","0","0","1","0","8","2018-05-11 14:30:42","2018-05-11 14:30:42"
"521","17","642","WTF8074W","ワイド２１　スクエアコンセントプレート４コ用(３コ＋１コ用)","2","パナソニック","1","3","240","142","135","","142","135","","0","1","0","1","0","0","0","1","0","9","2018-05-11 14:30:42","2018-05-11 14:30:42"
"522","17","641","WTF8005W","ワイド21　スクエアコンセントプレート５コ用","2","パナソニック","2","3","240","142","135","","284","270","","0","1","0","1","0","0","0","1","0","10","2018-05-11 14:30:42","2018-05-11 14:30:42"
"523","17","1355","WN3022SW","ワイド21　大穴テレホンガイド","2","パナソニック","3","3","50","28","28","","84","84","","0","1","0","1","0","0","0","1","0","11","2018-05-11 14:30:42","2018-05-11 14:30:42"
