"1","2017-05-17","71","21","3.00","1250.00","3750","2.00","2500","1","2017-05-17 15:18:41","2017-05-17 15:18:41"
"2","2017-05-26","1321","3","0.00","360.00","0","1.00","360","1","2017-05-26 08:54:21","2017-05-26 08:54:21"
"3","2017-05-26","1319","2","4.00","155.00","620","7.00","1085","1","2017-05-26 09:09:01","2017-05-26 09:09:01"
"4","2017-05-26","1029","27","1.00","475.00","475","10.00","4750","1","2017-05-26 09:11:41","2017-05-26 09:11:41"
"5","2017-05-26","1317","1","2.00","475.00","950","7.00","3325","1","2017-05-26 09:15:16","2017-05-26 09:15:16"
"6","2017-06-07","1272","15","0.00","29.00","0","1900.00","54200","1","2017-06-07 13:22:45","2017-06-07 13:22:45"
"7","2017-07-02","502","10","37.00","414.00","15318","0.00","0","1","2017-07-03 08:55:07","2017-07-03 08:55:07"
"8","2017-07-02","557","19","14.00","171.00","2394","1.00","171","1","2017-07-03 08:55:31","2017-07-03 08:55:31"
"9","2017-07-05","502","10","37.00","414.00","15318","42.00","17388","1","2017-07-05 08:08:08","2017-07-05 08:08:08"
"10","2017-07-19","1881","30","1.00","15200.00","15200","3.00","45600","1","2017-07-19 08:56:27","2017-07-19 08:56:27"
"11","2017-08-24","1891","31","0.00","22800.00","0","1.00","22800","1","2017-08-24 13:13:44","2017-08-24 13:13:44"
"12","2017-08-24","1028","26","8.00","1250.00","10000","7.00","8750","1","2017-08-24 13:14:23","2017-08-24 13:14:23"
"13","2017-08-24","1317","1","9.00","475.00","4275","11.00","5225","1","2017-08-24 13:14:39","2017-08-24 13:14:39"
"14","2017-08-24","518","9","92.00","28.00","2576","197.00","5516","1","2017-08-24 13:16:06","2017-08-24 13:16:06"
"15","2017-08-24","527","12","88.00","149.00","13112","112.00","16688","1","2017-08-24 13:17:49","2017-08-24 13:17:49"
"16","2017-10-19","510","11","9.00","405.00","3645","29.00","11745","1","2017-10-19 13:48:02","2017-10-19 13:48:02"
"17","2017-10-19","526","20","4.00","360.00","1440","1.00","360","1","2017-10-19 13:50:58","2017-10-19 13:50:58"
"18","2017-10-19","530","35","11.00","693.00","7623","10.00","6930","1","2017-10-19 13:56:19","2017-10-19 13:56:19"
"19","2017-10-19","531","39","20.00","738.00","14760","20.00","14760","1","2017-10-19 13:57:33","2017-10-19 13:57:33"
"20","2017-10-19","528","13","38.00","220.00","8360","58.00","12758","1","2017-10-19 13:59:05","2017-10-19 13:59:05"
"21","2017-10-19","527","12","88.00","149.00","13112","161.00","23989","1","2017-10-19 14:06:58","2017-10-19 14:06:58"
"22","2017-10-19","502","10","79.00","414.00","32706","34.00","14076","1","2017-10-19 14:22:03","2017-10-19 14:22:03"
"23","2017-10-19","504","5","83.00","149.00","12367","116.00","17284","1","2017-10-19 14:23:00","2017-10-19 14:23:00"
"24","2017-10-19","552","14","20.00","121.00","2420","25.00","3020","1","2017-10-19 14:24:00","2017-10-19 14:24:00"
"25","2017-10-19","495","38","27.00","82.00","2214","19.00","1558","1","2017-10-19 14:34:43","2017-10-19 14:34:43"
"26","2017-10-19","518","9","262.00","28.00","7336","161.00","4508","1","2017-10-19 14:42:00","2017-10-19 14:42:00"
"27","2017-10-19","539","8","82.00","63.00","5166","376.00","23688","1","2017-10-19 14:44:13","2017-10-19 14:44:13"
"28","2017-10-19","537","7","37.00","63.00","2331","76.00","4788","1","2017-10-19 14:45:32","2017-10-19 14:45:32"
"29","2017-10-19","535","6","37.00","63.00","2331","109.00","6867","1","2017-10-19 14:47:21","2017-10-19 14:47:21"
"30","2017-10-19","542","42","10.00","135.00","1350","20.00","2700","1","2017-10-19 14:48:41","2017-10-19 14:48:41"
"31","2017-10-19","555","40","28.00","171.00","4788","18.00","3078","1","2017-10-19 15:47:18","2017-10-19 15:47:18"
"32","2017-10-19","556","41","31.00","171.00","5301","19.00","3249","1","2017-10-19 15:54:42","2017-10-19 15:54:42"
"33","2017-10-19","557","19","20.00","171.00","3420","24.00","4104","1","2017-10-19 15:56:17","2017-10-19 15:56:17"
"34","2017-10-19","484","47","2.00","234.00","468","3.00","702","1","2017-10-19 15:59:04","2017-10-19 15:59:04"
"35","2017-11-27","485","114","2.00","342.00","684","2.00","684","1","2017-11-27 15:01:22","2020-03-25 15:53:56"
"36","2017-11-27","2222","44","1.00","63000.00","63000","1.00","63000","1","2017-11-27 15:01:49","2020-03-25 15:53:56"
"37","2017-11-27","1776","45","1.00","11600.00","11600","1.00","11600","1","2017-11-27 15:04:22","2020-03-25 15:53:56"
"38","2017-11-27","2223","46","1.00","14500.00","14500","1.00","14500","1","2017-11-27 15:04:43","2020-03-25 15:53:56"
"39","2017-11-27","484","47","4.00","234.00","936","2.00","468","1","2017-11-27 15:05:55","2020-03-25 15:53:56"
"40","2017-11-27","510","11","9.00","405.00","3645","9.00","3645","1","2017-11-27 15:06:14","2020-03-25 15:53:56"
"41","2017-11-27","526","20","4.00","360.00","1440","2.00","648","1","2017-11-27 15:07:38","2020-03-25 15:53:56"
"42","2017-11-27","528","13","38.00","220.00","8360","38.00","8360","1","2017-11-27 15:07:55","2020-03-25 15:53:56"
"43","2017-11-27","527","12","57.00","149.00","8493","66.00","9834","1","2017-11-27 15:09:49","2020-03-25 15:53:57"
"44","2017-11-27","512","120","13.00","28.00","364","13.00","364","1","2017-11-27 15:11:01","2020-03-25 15:53:57"
"45","2017-11-27","532","48","1.00","1215.00","1215","1.00","1215","1","2017-11-27 15:11:43","2020-03-25 15:53:57"
"46","2017-11-27","524","110","2.00","108.00","216","3.00","324","","2017-11-27 15:12:22","2017-11-27 15:12:22"
"47","2017-11-27","2224","52","1.00","1450.00","1450","1.00","1450","1","2017-11-27 15:13:29","2020-03-25 15:53:57"
"48","2017-11-27","499","50","1.00","144.00","144","1.00","144","1","2017-11-27 15:13:46","2020-03-25 15:53:57"
"49","2017-11-27","505","56","1.00","207.00","207","1.00","207","1","2017-11-27 15:14:07","2020-03-25 15:53:57"
"50","2017-11-27","509","51","1.00","324.00","324","1.00","324","1","2017-11-27 15:14:28","2020-03-25 15:53:57"
"51","2017-11-27","511","126","1.00","504.00","504","2.00","1008","1","2017-11-27 15:16:11","2020-03-25 15:53:57"
"52","2017-11-27","530","35","4.00","693.00","2772","5.00","3465","1","2017-11-27 15:16:43","2020-03-25 15:53:57"
"53","2017-11-27","531","39","9.00","738.00","6642","9.00","6642","1","2017-11-27 15:17:48","2020-03-25 15:53:57"
"54","2017-11-27","508","53","7.00","290.00","2030","7.00","2030","1","2017-11-27 15:19:49","2020-03-25 15:53:57"
"55","2017-11-27","2234","104","6.00","125.00","750","6.00","750","1","2017-11-27 15:20:30","2020-03-25 15:53:58"
"56","2017-11-27","502","10","67.00","414.00","27738","62.00","25668","1","2017-11-27 15:20:46","2020-03-25 15:53:58"
"57","2017-11-27","504","5","59.00","149.00","8791","56.00","8344","1","2017-11-27 15:21:39","2020-03-25 15:53:58"
"58","2017-11-27","552","14","16.00","121.00","1936","16.00","1916","1","2017-11-27 15:22:04","2020-03-25 15:53:58"
"59","2017-11-27","506","133","1.00","239.00","239","1.00","239","1","2017-11-27 15:23:22","2020-03-25 15:53:58"
"60","2017-11-27","457","55","5.00","240.00","1200","5.00","1200","1","2017-11-27 15:24:52","2020-03-25 15:53:58"
"61","2017-11-27","495","38","24.00","82.00","1968","24.00","1722","1","2017-11-27 15:25:57","2020-03-25 15:53:58"
"62","2017-11-27","483","103","3.00","162.00","486","3.00","486","1","2017-11-27 15:26:17","2020-03-25 15:53:58"
"63","2017-11-27","482","134","3.00","99.00","297","3.00","297","1","2017-11-27 15:37:05","2020-03-25 15:53:58"
"64","2017-11-27","1628","57","17.00","31.00","527","17.00","527","1","2017-11-27 15:37:52","2020-03-25 15:53:58"
"65","2017-11-27","477","58","6.00","114.00","684","6.00","684","1","2017-11-27 15:38:23","2020-03-25 15:53:58"
"66","2017-11-27","518","9","230.00","28.00","6440","230.00","6440","1","2017-11-27 15:39:36","2020-03-25 15:53:59"
"67","2017-11-27","539","8","54.00","63.00","3402","46.00","2898","1","2017-11-27 15:40:31","2020-03-25 15:53:59"
"68","2017-11-27","537","7","24.00","63.00","1512","25.00","1575","1","2017-11-27 15:40:49","2020-03-25 15:53:59"
"69","2017-11-27","535","6","27.00","63.00","1701","24.00","1512","1","2017-11-27 15:41:09","2020-03-25 15:53:59"
"70","2017-11-27","542","42","20.00","135.00","2700","20.00","2700","1","2017-11-27 15:42:20","2020-03-25 15:53:59"
"71","2017-11-27","544","43","17.00","135.00","2295","16.00","2187","1","2017-11-27 15:44:36","2020-03-25 15:53:59"
"72","2017-11-27","555","40","25.00","171.00","4275","25.00","4275","1","2017-11-27 15:45:40","2020-03-25 15:53:59"
"73","2017-11-27","556","41","31.00","171.00","5301","31.00","5301","1","2017-11-27 15:47:18","2020-03-25 15:53:59"
"74","2017-11-27","557","19","5.00","171.00","855","5.00","855","1","2017-11-27 16:05:36","2020-03-25 15:54:00"
"75","2017-11-27","360","59","1.00","9800.00","9800","1.00","9800","1","2017-11-27 16:06:40","2020-03-25 15:54:00"
"76","2017-11-27","333","60","1.00","1370.00","1370","1.00","1370","1","2017-11-27 16:09:45","2020-03-25 15:54:00"
"77","2017-11-27","439","61","1.00","2340.00","2340","1.00","2340","1","2017-11-27 16:10:21","2020-03-25 15:54:00"
"78","2017-11-27","481","62","2.00","960.00","1920","2.00","1920","1","2017-11-27 16:10:36","2020-03-25 15:54:00"
"79","2017-11-27","651","63","1.00","11300.00","11300","1.00","11300","1","2017-11-27 16:11:01","2020-03-25 15:54:00"
"80","2017-11-27","550","66","1.00","126.00","126","1.00","126","1","2017-11-27 16:11:35","2020-03-25 15:54:00"
"81","2017-11-27","2231","72","1.00","126.00","126","1.00","126","1","2017-11-27 16:11:51","2020-03-25 15:54:00"
"82","2017-11-27","540","73","1.00","63.00","63","1.00","63","1","2017-11-27 16:13:24","2020-03-25 15:54:00"
"83","2017-11-27","549","68","2.00","63.00","126","2.00","126","1","2017-11-27 16:14:41","2020-03-25 15:54:00"
"84","2017-11-27","1306","67","3.00","63.00","189","3.00","189","1","2017-11-27 16:16:15","2020-03-25 15:54:00"
"85","2017-11-27","2229","70","1.00","650.00","650","1.00","650","1","2017-11-27 16:17:26","2020-03-25 15:54:00"
"86","2017-11-27","2230","71","1.00","630.00","630","1.00","630","1","2017-11-27 16:18:25","2020-03-25 15:54:01"
"87","2017-11-27","562","135","5.00","342.00","1710","1.00","342","1","2017-11-27 16:22:40","2020-03-25 15:54:01"
"88","2017-11-27","1915","136","1.00","198.00","198","1.00","198","1","2017-11-27 16:28:40","2020-03-25 15:54:01"
"89","2017-11-27","1245","137","1.00","342.00","342","1.00","342","1","2017-11-27 16:35:32","2020-03-25 15:54:01"
"90","2017-11-27","1105","64","1.00","342.00","342","7.00","2394","1","2017-11-27 16:37:32","2020-03-25 15:54:01"
"91","2017-11-27","569","65","1.00","675.00","675","1.00","675","1","2017-11-27 16:37:47","2020-03-25 15:54:01"
"92","2017-11-27","568","105","1.00","279.00","279","1.00","279","1","2017-11-27 16:38:08","2020-03-25 15:54:01"
"93","2017-11-27","1708","81","6.00","239.00","1434","6.00","1434","1","2017-11-27 16:41:07","2020-03-25 15:54:01"
"94","2017-11-27","1931","83","7.00","68.00","476","9.00","612","1","2017-11-27 16:41:48","2020-03-25 15:54:01"
"95","2017-11-27","590","87","2.00","108.00","216","2.00","216","1","2017-11-27 16:42:14","2020-03-25 15:54:01"
"96","2017-11-27","600","84","2.00","720.00","1440","2.00","1440","1","2017-11-27 16:43:55","2020-03-25 15:54:01"
